selector, num_iters, interval_mean, cali_t_per_iter, weight_overhead, weight_cali, overhead_average, cali_t_average, weighted_overhead, weighted_cali, weighted_sum, num_nodes, prob, case_types_id, case_location_id, case_presence_id
all, 100, 18, 29198, 1e+05, 1, 0.05555556, 1622.111, 5555.556, 1622.111, 7177.667, 120, 50, 1, 1, 3
nodal, 100, 5.88, 10399.39, 1e+05, 1, 0.170068, 1768.604, 17006.8, 1768.604, 18775.41, 120, 50, 1, 1, 3
local, 100, 7.14, 10230.11, 1e+05, 1, 0.140056, 1432.789, 14005.6, 1432.789, 15438.39, 120, 50, 1, 1, 3
minimal, 100, 5.51, 14823.92, 1e+05, 1, 0.1814882, 2690.367, 18148.82, 2690.367, 20839.19, 120, 50, 1, 1, 4
all, 100, 18, 30030, 1e+05, 1, 0.05555556, 1668.333, 5555.556, 1668.333, 7223.889, 120, 50, 1, 1, 4
nodal, 100, 6.96, 13156.93, 1e+05, 1, 0.1436782, 1890.364, 14367.82, 1890.364, 16258.18, 120, 50, 1, 1, 4
local, 100, 6.96, 9909.55, 1e+05, 1, 0.1436782, 1423.786, 14367.82, 1423.786, 15791.6, 120, 50, 1, 1, 4
minimal, 100, 5.51, 14171.87, 1e+05, 1, 0.1814882, 2572.027, 18148.82, 2572.027, 20720.85, 120, 50, 1, 1, 5
all, 100, 18, 29615, 1e+05, 1, 0.05555556, 1645.278, 5555.556, 1645.278, 7200.833, 120, 50, 1, 1, 5
nodal, 100, 6.48, 11355.73, 1e+05, 1, 0.154321, 1752.427, 15432.1, 1752.427, 17184.53, 120, 50, 1, 1, 5
local, 100, 7.82, 10853.46, 1e+05, 1, 0.1278772, 1387.91, 12787.72, 1387.91, 14175.63, 120, 50, 1, 1, 5
minimal, 100, 5.51, 14837.16, 1e+05, 1, 0.1814882, 2692.77, 18148.82, 2692.77, 20841.59, 120, 50, 1, 2, 1
all, 100, 18, 29472, 1e+05, 1, 0.05555556, 1637.333, 5555.556, 1637.333, 7192.889, 120, 50, 1, 2, 1
nodal, 100, 5.88, 10796.72, 1e+05, 1, 0.170068, 1836.177, 17006.8, 1836.177, 18842.98, 120, 50, 1, 2, 1
local, 100, 7.82, 11201.92, 1e+05, 1, 0.1278772, 1432.471, 12787.72, 1432.471, 14220.19, 120, 50, 1, 2, 1
minimal, 100, 5.51, 14343.2, 1e+05, 1, 0.1814882, 2603.122, 18148.82, 2603.122, 20751.94, 120, 50, 1, 2, 2
all, 100, 18, 29597, 1e+05, 1, 0.05555556, 1644.278, 5555.556, 1644.278, 7199.833, 120, 50, 1, 2, 2
nodal, 100, 6.96, 13233.59, 1e+05, 1, 0.1436782, 1901.378, 14367.82, 1901.378, 16269.19, 120, 50, 1, 2, 2
local, 100, 7.82, 11380.63, 1e+05, 1, 0.1278772, 1455.324, 12787.72, 1455.324, 14243.05, 120, 50, 1, 2, 2
minimal, 100, 5.51, 14290.96, 1e+05, 1, 0.1814882, 2593.641, 18148.82, 2593.641, 20742.46, 120, 50, 1, 2, 3
all, 100, 18, 29109, 1e+05, 1, 0.05555556, 1617.167, 5555.556, 1617.167, 7172.722, 120, 50, 1, 2, 3
nodal, 100, 5.88, 10704.67, 1e+05, 1, 0.170068, 1820.522, 17006.8, 1820.522, 18827.32, 120, 50, 1, 2, 3
local, 100, 6.96, 9718.08, 1e+05, 1, 0.1436782, 1396.276, 14367.82, 1396.276, 15764.09, 120, 50, 1, 2, 3
minimal, 100, 5.51, 14915.13, 1e+05, 1, 0.1814882, 2706.92, 18148.82, 2706.92, 20855.74, 120, 50, 1, 2, 4
all, 100, 18, 29304, 1e+05, 1, 0.05555556, 1628, 5555.556, 1628, 7183.556, 120, 50, 1, 2, 4
nodal, 100, 6.96, 13265.5, 1e+05, 1, 0.1436782, 1905.963, 14367.82, 1905.963, 16273.78, 120, 50, 1, 2, 4
local, 100, 6.96, 9981.43, 1e+05, 1, 0.1436782, 1434.114, 14367.82, 1434.114, 15801.93, 120, 50, 1, 2, 4
minimal, 100, 5.51, 14187.92, 1e+05, 1, 0.1814882, 2574.94, 18148.82, 2574.94, 20723.76, 120, 50, 1, 2, 5
all, 100, 18, 27340, 1e+05, 1, 0.05555556, 1518.889, 5555.556, 1518.889, 7074.444, 120, 50, 1, 2, 5
nodal, 100, 6.48, 11595.4, 1e+05, 1, 0.154321, 1789.414, 15432.1, 1789.414, 17221.51, 120, 50, 1, 2, 5
local, 100, 7.82, 10445.89, 1e+05, 1, 0.1278772, 1335.792, 12787.72, 1335.792, 14123.52, 120, 50, 1, 2, 5
minimal, 100, 5.8, 13781, 1e+05, 1, 0.1724138, 2376.034, 17241.38, 2376.034, 19617.41, 120, 50, 2, 1, 1
all, 100, 23, 30264, 1e+05, 1, 0.04347826, 1315.826, 4347.826, 1315.826, 5663.652, 120, 50, 2, 1, 1
nodal, 100, 6.9, 11416.17, 1e+05, 1, 0.1449275, 1654.517, 14492.75, 1654.517, 16147.27, 120, 50, 2, 1, 1
local, 100, 7.82, 9480.84, 1e+05, 1, 0.1278772, 1212.384, 12787.72, 1212.384, 14000.11, 120, 50, 2, 1, 1
minimal, 100, 5.8, 14625.49, 1e+05, 1, 0.1724138, 2521.636, 17241.38, 2521.636, 19763.02, 120, 50, 2, 1, 2
all, 100, 23, 30281, 1e+05, 1, 0.04347826, 1316.565, 4347.826, 1316.565, 5664.391, 120, 50, 2, 1, 2
nodal, 100, 7.02, 12046.75, 1e+05, 1, 0.1424501, 1716.061, 14245.01, 1716.061, 15961.08, 120, 50, 2, 1, 2
local, 100, 7.82, 9623.64, 1e+05, 1, 0.1278772, 1230.645, 12787.72, 1230.645, 14018.37, 120, 50, 2, 1, 2
minimal, 100, 5.8, 14243, 1e+05, 1, 0.1724138, 2455.69, 17241.38, 2455.69, 19697.07, 120, 50, 2, 1, 3
all, 100, 23, 30060, 1e+05, 1, 0.04347826, 1306.957, 4347.826, 1306.957, 5654.783, 120, 50, 2, 1, 3
nodal, 100, 7.02, 11620.7, 1e+05, 1, 0.1424501, 1655.37, 14245.01, 1655.37, 15900.38, 120, 50, 2, 1, 3
local, 100, 8.96, 11117.44, 1e+05, 1, 0.1116071, 1240.786, 11160.71, 1240.786, 12401.5, 120, 50, 2, 1, 3
minimal, 100, 5.8, 14343.48, 1e+05, 1, 0.1724138, 2473.014, 17241.38, 2473.014, 19714.39, 120, 50, 2, 1, 4
all, 100, 23, 29696, 1e+05, 1, 0.04347826, 1291.13, 4347.826, 1291.13, 5638.957, 120, 50, 2, 1, 4
nodal, 100, 6.21, 9828.14, 1e+05, 1, 0.1610306, 1582.631, 16103.06, 1582.631, 17685.69, 120, 50, 2, 1, 4
local, 100, 7.82, 9365.49, 1e+05, 1, 0.1278772, 1197.633, 12787.72, 1197.633, 13985.36, 120, 50, 2, 1, 4
minimal, 100, 5.8, 14672.72, 1e+05, 1, 0.1724138, 2529.779, 17241.38, 2529.779, 19771.16, 120, 50, 2, 1, 5
all, 100, 23, 29655, 1e+05, 1, 0.04347826, 1289.348, 4347.826, 1289.348, 5637.174, 120, 50, 2, 1, 5
nodal, 100, 6.24, 10655.47, 1e+05, 1, 0.1602564, 1707.607, 16025.64, 1707.607, 17733.25, 120, 50, 2, 1, 5
local, 100, 6.9, 8176.33, 1e+05, 1, 0.1449275, 1184.975, 14492.75, 1184.975, 15677.73, 120, 50, 2, 1, 5
minimal, 100, 5.8, 14191.63, 1e+05, 1, 0.1724138, 2446.833, 17241.38, 2446.833, 19688.21, 120, 50, 2, 2, 1
all, 100, 23, 28939, 1e+05, 1, 0.04347826, 1258.217, 4347.826, 1258.217, 5606.043, 120, 50, 2, 2, 1
nodal, 100, 6.9, 11419.63, 1e+05, 1, 0.1449275, 1655.019, 14492.75, 1655.019, 16147.77, 120, 50, 2, 2, 1
local, 100, 7.82, 9204.63, 1e+05, 1, 0.1278772, 1177.063, 12787.72, 1177.063, 13964.79, 120, 50, 2, 2, 1
minimal, 100, 5.8, 12741.21, 1e+05, 1, 0.1724138, 2196.76, 17241.38, 2196.76, 19438.14, 120, 50, 2, 2, 2
all, 100, 23, 27480, 1e+05, 1, 0.04347826, 1194.783, 4347.826, 1194.783, 5542.609, 120, 50, 2, 2, 2
nodal, 100, 7.02, 10887.8, 1e+05, 1, 0.1424501, 1550.969, 14245.01, 1550.969, 15795.98, 120, 50, 2, 2, 2
local, 100, 7.82, 8695.08, 1e+05, 1, 0.1278772, 1111.903, 12787.72, 1111.903, 13899.63, 120, 50, 2, 2, 2
minimal, 100, 5.8, 13650.25, 1e+05, 1, 0.1724138, 2353.491, 17241.38, 2353.491, 19594.87, 120, 50, 2, 2, 3
all, 100, 23, 28723, 1e+05, 1, 0.04347826, 1248.826, 4347.826, 1248.826, 5596.652, 120, 50, 2, 2, 3
nodal, 100, 7.02, 10777.25, 1e+05, 1, 0.1424501, 1535.221, 14245.01, 1535.221, 15780.24, 120, 50, 2, 2, 3
local, 100, 7.82, 9202.56, 1e+05, 1, 0.1278772, 1176.798, 12787.72, 1176.798, 13964.52, 120, 50, 2, 2, 3
minimal, 100, 5.8, 14387.83, 1e+05, 1, 0.1724138, 2480.66, 17241.38, 2480.66, 19722.04, 120, 50, 2, 2, 4
all, 100, 23, 29155, 1e+05, 1, 0.04347826, 1267.609, 4347.826, 1267.609, 5615.435, 120, 50, 2, 2, 4
nodal, 100, 6.21, 10094.9, 1e+05, 1, 0.1610306, 1625.588, 16103.06, 1625.588, 17728.65, 120, 50, 2, 2, 4
local, 100, 7.82, 9267.84, 1e+05, 1, 0.1278772, 1185.146, 12787.72, 1185.146, 13972.87, 120, 50, 2, 2, 4
minimal, 100, 5.8, 13750.73, 1e+05, 1, 0.1724138, 2370.816, 17241.38, 2370.816, 19612.19, 120, 50, 2, 2, 5
all, 100, 23, 28211, 1e+05, 1, 0.04347826, 1226.565, 4347.826, 1226.565, 5574.391, 120, 50, 2, 2, 5
nodal, 100, 6.24, 10416.16, 1e+05, 1, 0.1602564, 1669.256, 16025.64, 1669.256, 17694.9, 120, 50, 2, 2, 5
local, 100, 7.82, 8816.75, 1e+05, 1, 0.1278772, 1127.462, 12787.72, 1127.462, 13915.19, 120, 50, 2, 2, 5
minimal, 100, 5.51, 14917.62, 1e+05, 1, 0.1814882, 2707.372, 18148.82, 2707.372, 20856.19, 125, 50, 1, 1, 1
all, 100, 18, 30065, 1e+05, 1, 0.05555556, 1670.278, 5555.556, 1670.278, 7225.833, 125, 50, 1, 1, 1
nodal, 100, 6.96, 12488.44, 1e+05, 1, 0.1436782, 1794.316, 14367.82, 1794.316, 16162.13, 125, 50, 1, 1, 1
local, 100, 7.82, 11369.87, 1e+05, 1, 0.1278772, 1453.948, 12787.72, 1453.948, 14241.67, 125, 50, 1, 1, 1
minimal, 100, 5.51, 14188.08, 1e+05, 1, 0.1814882, 2574.969, 18148.82, 2574.969, 20723.79, 125, 50, 1, 1, 2
all, 100, 18, 29987, 1e+05, 1, 0.05555556, 1665.944, 5555.556, 1665.944, 7221.5, 125, 50, 1, 1, 2
nodal, 100, 5.94, 10821.6, 1e+05, 1, 0.1683502, 1821.818, 16835.02, 1821.818, 18656.84, 125, 50, 1, 1, 2
local, 100, 6.96, 9622.46, 1e+05, 1, 0.1436782, 1382.537, 14367.82, 1382.537, 15750.35, 125, 50, 1, 1, 2
minimal, 100, 5.51, 14140.22, 1e+05, 1, 0.1814882, 2566.283, 18148.82, 2566.283, 20715.1, 125, 50, 1, 1, 3
all, 100, 18, 29769, 1e+05, 1, 0.05555556, 1653.833, 5555.556, 1653.833, 7209.389, 125, 50, 1, 1, 3
nodal, 100, 5.88, 10467.38, 1e+05, 1, 0.170068, 1780.167, 17006.8, 1780.167, 18786.97, 125, 50, 1, 1, 3
local, 100, 6.48, 9133.25, 1e+05, 1, 0.154321, 1409.452, 15432.1, 1409.452, 16841.55, 125, 50, 1, 1, 3
minimal, 100, 5.51, 15153.28, 1e+05, 1, 0.1814882, 2750.142, 18148.82, 2750.142, 20898.96, 125, 50, 1, 1, 4
all, 100, 18, 31158, 1e+05, 1, 0.05555556, 1731, 5555.556, 1731, 7286.556, 125, 50, 1, 1, 4
nodal, 100, 6.96, 12840.47, 1e+05, 1, 0.1436782, 1844.895, 14367.82, 1844.895, 16212.71, 125, 50, 1, 1, 4
local, 100, 7.82, 11429.81, 1e+05, 1, 0.1278772, 1461.613, 12787.72, 1461.613, 14249.34, 125, 50, 1, 1, 4
minimal, 100, 5.51, 13906.66, 1e+05, 1, 0.1814882, 2523.895, 18148.82, 2523.895, 20672.72, 125, 50, 1, 1, 5
all, 100, 18, 29834, 1e+05, 1, 0.05555556, 1657.444, 5555.556, 1657.444, 7213, 125, 50, 1, 1, 5
nodal, 100, 6.4, 11879.58, 1e+05, 1, 0.15625, 1856.184, 15625, 1856.184, 17481.18, 125, 50, 1, 1, 5
local, 100, 7.82, 10850.25, 1e+05, 1, 0.1278772, 1387.5, 12787.72, 1387.5, 14175.22, 125, 50, 1, 1, 5
minimal, 100, 5.51, 14814.47, 1e+05, 1, 0.1814882, 2688.652, 18148.82, 2688.652, 20837.47, 125, 50, 1, 2, 1
all, 100, 18, 29720, 1e+05, 1, 0.05555556, 1651.111, 5555.556, 1651.111, 7206.667, 125, 50, 1, 2, 1
nodal, 100, 6.96, 13255.72, 1e+05, 1, 0.1436782, 1904.557, 14367.82, 1904.557, 16272.37, 125, 50, 1, 2, 1
local, 100, 7.82, 11622.03, 1e+05, 1, 0.1278772, 1486.193, 12787.72, 1486.193, 14273.92, 125, 50, 1, 2, 1
minimal, 100, 5.51, 14074.19, 1e+05, 1, 0.1814882, 2554.299, 18148.82, 2554.299, 20703.12, 125, 50, 1, 2, 2
all, 100, 18, 29465, 1e+05, 1, 0.05555556, 1636.944, 5555.556, 1636.944, 7192.5, 125, 50, 1, 2, 2
nodal, 100, 5.94, 10918.8, 1e+05, 1, 0.1683502, 1838.182, 16835.02, 1838.182, 18673.2, 125, 50, 1, 2, 2
local, 100, 6.48, 8871.3, 1e+05, 1, 0.154321, 1369.028, 15432.1, 1369.028, 16801.13, 125, 50, 1, 2, 2
minimal, 100, 5.51, 14511.11, 1e+05, 1, 0.1814882, 2633.595, 18148.82, 2633.595, 20782.42, 125, 50, 1, 2, 3
all, 100, 18, 28736, 1e+05, 1, 0.05555556, 1596.444, 5555.556, 1596.444, 7152, 125, 50, 1, 2, 3
nodal, 100, 5.88, 11245.47, 1e+05, 1, 0.170068, 1912.495, 17006.8, 1912.495, 18919.3, 125, 50, 1, 2, 3
local, 100, 7.82, 11109.51, 1e+05, 1, 0.1278772, 1420.653, 12787.72, 1420.653, 14208.38, 125, 50, 1, 2, 3
minimal, 100, 5.51, 15005.13, 1e+05, 1, 0.1814882, 2723.254, 18148.82, 2723.254, 20872.07, 125, 50, 1, 2, 4
all, 100, 18, 29446, 1e+05, 1, 0.05555556, 1635.889, 5555.556, 1635.889, 7191.444, 125, 50, 1, 2, 4
nodal, 100, 6.96, 13494.02, 1e+05, 1, 0.1436782, 1938.796, 14367.82, 1938.796, 16306.61, 125, 50, 1, 2, 4
local, 100, 8.7, 12755.65, 1e+05, 1, 0.1149425, 1466.167, 11494.25, 1466.167, 12960.42, 125, 50, 1, 2, 4
minimal, 100, 5.51, 14725.85, 1e+05, 1, 0.1814882, 2672.568, 18148.82, 2672.568, 20821.39, 125, 50, 1, 2, 5
all, 100, 18, 29438, 1e+05, 1, 0.05555556, 1635.444, 5555.556, 1635.444, 7191, 125, 50, 1, 2, 5
nodal, 100, 6.4, 12023.07, 1e+05, 1, 0.15625, 1878.605, 15625, 1878.605, 17503.6, 125, 50, 1, 2, 5
local, 100, 7.02, 9972.26, 1e+05, 1, 0.1424501, 1420.55, 14245.01, 1420.55, 15665.56, 125, 50, 1, 2, 5
minimal, 100, 5.8, 14465.07, 1e+05, 1, 0.1724138, 2493.978, 17241.38, 2493.978, 19735.36, 125, 50, 2, 1, 1
all, 100, 23, 30006, 1e+05, 1, 0.04347826, 1304.609, 4347.826, 1304.609, 5652.435, 125, 50, 2, 1, 1
nodal, 100, 7.82, 13114, 1e+05, 1, 0.1278772, 1676.982, 12787.72, 1676.982, 14464.71, 125, 50, 2, 1, 1
local, 100, 8.74, 10685.1, 1e+05, 1, 0.1144165, 1222.551, 11441.65, 1222.551, 12664.2, 125, 50, 2, 1, 1
minimal, 100, 5.8, 14453.3, 1e+05, 1, 0.1724138, 2491.948, 17241.38, 2491.948, 19733.33, 125, 50, 2, 1, 2
all, 100, 23, 30104, 1e+05, 1, 0.04347826, 1308.87, 4347.826, 1308.87, 5656.696, 125, 50, 2, 1, 2
nodal, 100, 6.21, 10895.06, 1e+05, 1, 0.1610306, 1754.438, 16103.06, 1754.438, 17857.5, 125, 50, 2, 1, 2
local, 100, 7.82, 9441.92, 1e+05, 1, 0.1278772, 1207.407, 12787.72, 1207.407, 13995.13, 125, 50, 2, 1, 2
minimal, 100, 5.8, 14834.88, 1e+05, 1, 0.1724138, 2557.738, 17241.38, 2557.738, 19799.12, 125, 50, 2, 1, 3
all, 100, 23, 29768, 1e+05, 1, 0.04347826, 1294.261, 4347.826, 1294.261, 5642.087, 125, 50, 2, 1, 3
nodal, 100, 6.21, 10360.74, 1e+05, 1, 0.1610306, 1668.396, 16103.06, 1668.396, 17771.46, 125, 50, 2, 1, 3
local, 100, 7.82, 9570.3, 1e+05, 1, 0.1278772, 1223.824, 12787.72, 1223.824, 14011.55, 125, 50, 2, 1, 3
minimal, 100, 5.8, 14660.17, 1e+05, 1, 0.1724138, 2527.616, 17241.38, 2527.616, 19768.99, 125, 50, 2, 1, 4
all, 100, 23, 29814, 1e+05, 1, 0.04347826, 1296.261, 4347.826, 1296.261, 5644.087, 125, 50, 2, 1, 4
nodal, 100, 6.21, 10565.13, 1e+05, 1, 0.1610306, 1701.309, 16103.06, 1701.309, 17804.37, 125, 50, 2, 1, 4
local, 100, 6.21, 7330.84, 1e+05, 1, 0.1610306, 1180.49, 16103.06, 1180.49, 17283.55, 125, 50, 2, 1, 4
minimal, 100, 5.8, 14425.38, 1e+05, 1, 0.1724138, 2487.134, 17241.38, 2487.134, 19728.51, 125, 50, 2, 1, 5
all, 100, 23, 29728, 1e+05, 1, 0.04347826, 1292.522, 4347.826, 1292.522, 5640.348, 125, 50, 2, 1, 5
nodal, 100, 5.8, 10090.31, 1e+05, 1, 0.1724138, 1739.709, 17241.38, 1739.709, 18981.09, 125, 50, 2, 1, 5
local, 100, 6.9, 8242.49, 1e+05, 1, 0.1449275, 1194.564, 14492.75, 1194.564, 15687.32, 125, 50, 2, 1, 5
minimal, 100, 5.8, 14187.16, 1e+05, 1, 0.1724138, 2446.062, 17241.38, 2446.062, 19687.44, 125, 50, 2, 2, 1
all, 100, 23, 28988, 1e+05, 1, 0.04347826, 1260.348, 4347.826, 1260.348, 5608.174, 125, 50, 2, 2, 1
nodal, 100, 7.82, 13266.79, 1e+05, 1, 0.1278772, 1696.52, 12787.72, 1696.52, 14484.24, 125, 50, 2, 2, 1
local, 100, 8.96, 10589.2, 1e+05, 1, 0.1116071, 1181.83, 11160.71, 1181.83, 12342.54, 125, 50, 2, 2, 1
minimal, 100, 5.8, 13570.4, 1e+05, 1, 0.1724138, 2339.724, 17241.38, 2339.724, 19581.1, 125, 50, 2, 2, 2
all, 100, 23, 29238, 1e+05, 1, 0.04347826, 1271.217, 4347.826, 1271.217, 5619.043, 125, 50, 2, 2, 2
nodal, 100, 6.21, 10488.19, 1e+05, 1, 0.1610306, 1688.919, 16103.06, 1688.919, 17791.98, 125, 50, 2, 2, 2
local, 100, 6.9, 8095.83, 1e+05, 1, 0.1449275, 1173.309, 14492.75, 1173.309, 15666.06, 125, 50, 2, 2, 2
minimal, 100, 5.8, 13960.58, 1e+05, 1, 0.1724138, 2406.997, 17241.38, 2406.997, 19648.38, 125, 50, 2, 2, 3
all, 100, 23, 28892, 1e+05, 1, 0.04347826, 1256.174, 4347.826, 1256.174, 5604, 125, 50, 2, 2, 3
nodal, 100, 6.21, 9930.66, 1e+05, 1, 0.1610306, 1599.14, 16103.06, 1599.14, 17702.2, 125, 50, 2, 2, 3
local, 100, 7.84, 9457.09, 1e+05, 1, 0.127551, 1206.261, 12755.1, 1206.261, 13961.36, 125, 50, 2, 2, 3
minimal, 100, 5.8, 13778.85, 1e+05, 1, 0.1724138, 2375.664, 17241.38, 2375.664, 19617.04, 125, 50, 2, 2, 4
all, 100, 23, 28633, 1e+05, 1, 0.04347826, 1244.913, 4347.826, 1244.913, 5592.739, 125, 50, 2, 2, 4
nodal, 100, 6.21, 10420.19, 1e+05, 1, 0.1610306, 1677.969, 16103.06, 1677.969, 17781.03, 125, 50, 2, 2, 4
local, 100, 10.12, 11868.42, 1e+05, 1, 0.09881423, 1172.769, 9881.423, 1172.769, 11054.19, 125, 50, 2, 2, 4
minimal, 100, 5.8, 13522.78, 1e+05, 1, 0.1724138, 2331.514, 17241.38, 2331.514, 19572.89, 125, 50, 2, 2, 5
all, 100, 23, 28568, 1e+05, 1, 0.04347826, 1242.087, 4347.826, 1242.087, 5589.913, 125, 50, 2, 2, 5
nodal, 100, 5.8, 9997.5, 1e+05, 1, 0.1724138, 1723.707, 17241.38, 1723.707, 18965.09, 125, 50, 2, 2, 5
local, 100, 7.13, 7937.67, 1e+05, 1, 0.1402525, 1113.278, 14025.25, 1113.278, 15138.52, 125, 50, 2, 2, 5
minimal, 100, 5.51, 15399.44, 1e+05, 1, 0.1814882, 2794.817, 18148.82, 2794.817, 20943.64, 130, 50, 1, 1, 1
all, 100, 18, 31016, 1e+05, 1, 0.05555556, 1723.111, 5555.556, 1723.111, 7278.667, 130, 50, 1, 1, 1
nodal, 100, 5.88, 11571.42, 1e+05, 1, 0.170068, 1967.929, 17006.8, 1967.929, 18974.73, 130, 50, 1, 1, 1
local, 100, 8.7, 13403.96, 1e+05, 1, 0.1149425, 1540.685, 11494.25, 1540.685, 13034.94, 130, 50, 1, 1, 1
minimal, 100, 5.51, 15348.8, 1e+05, 1, 0.1814882, 2785.626, 18148.82, 2785.626, 20934.45, 130, 50, 1, 1, 2
all, 100, 18, 31284, 1e+05, 1, 0.05555556, 1738, 5555.556, 1738, 7293.556, 130, 50, 1, 1, 2
nodal, 100, 6.48, 12701.89, 1e+05, 1, 0.154321, 1960.168, 15432.1, 1960.168, 17392.27, 130, 50, 1, 1, 2
local, 100, 7.82, 11664.79, 1e+05, 1, 0.1278772, 1491.661, 12787.72, 1491.661, 14279.38, 130, 50, 1, 1, 2
minimal, 100, 5.51, 15183.71, 1e+05, 1, 0.1814882, 2755.664, 18148.82, 2755.664, 20904.48, 130, 50, 1, 1, 3
all, 100, 18, 30367, 1e+05, 1, 0.05555556, 1687.056, 5555.556, 1687.056, 7242.611, 130, 50, 1, 1, 3
nodal, 100, 5.51, 10557.21, 1e+05, 1, 0.1814882, 1916.009, 18148.82, 1916.009, 20064.83, 130, 50, 1, 1, 3
local, 100, 6.02, 8829.54, 1e+05, 1, 0.166113, 1466.701, 16611.3, 1466.701, 18078, 130, 50, 1, 1, 3
minimal, 100, 5.51, 15534.34, 1e+05, 1, 0.1814882, 2819.299, 18148.82, 2819.299, 20968.12, 130, 50, 1, 1, 4
all, 100, 18, 31496, 1e+05, 1, 0.05555556, 1749.778, 5555.556, 1749.778, 7305.333, 130, 50, 1, 1, 4
nodal, 100, 6.4, 12686.99, 1e+05, 1, 0.15625, 1982.342, 15625, 1982.342, 17607.34, 130, 50, 1, 1, 4
local, 100, 6.4, 9589.84, 1e+05, 1, 0.15625, 1498.412, 15625, 1498.412, 17123.41, 130, 50, 1, 1, 4
minimal, 100, 5.51, 14774.71, 1e+05, 1, 0.1814882, 2681.436, 18148.82, 2681.436, 20830.26, 130, 50, 1, 1, 5
all, 100, 18, 30849, 1e+05, 1, 0.05555556, 1713.833, 5555.556, 1713.833, 7269.389, 130, 50, 1, 1, 5
nodal, 100, 6.4, 12366.85, 1e+05, 1, 0.15625, 1932.32, 15625, 1932.32, 17557.32, 130, 50, 1, 1, 5
local, 100, 7.82, 11321.54, 1e+05, 1, 0.1278772, 1447.767, 12787.72, 1447.767, 14235.49, 130, 50, 1, 1, 5
minimal, 100, 5.51, 14744.79, 1e+05, 1, 0.1814882, 2676.005, 18148.82, 2676.005, 20824.83, 130, 50, 1, 2, 1
all, 100, 18, 29163, 1e+05, 1, 0.05555556, 1620.167, 5555.556, 1620.167, 7175.722, 130, 50, 1, 2, 1
nodal, 100, 5.88, 10769.19, 1e+05, 1, 0.170068, 1831.495, 17006.8, 1831.495, 18838.3, 130, 50, 1, 2, 1
local, 100, 7.82, 11092.88, 1e+05, 1, 0.1278772, 1418.527, 12787.72, 1418.527, 14206.25, 130, 50, 1, 2, 1
minimal, 100, 5.51, 14519.5, 1e+05, 1, 0.1814882, 2635.118, 18148.82, 2635.118, 20783.94, 130, 50, 1, 2, 2
all, 100, 18, 29050, 1e+05, 1, 0.05555556, 1613.889, 5555.556, 1613.889, 7169.444, 130, 50, 1, 2, 2
nodal, 100, 6.48, 12446.22, 1e+05, 1, 0.154321, 1920.713, 15432.1, 1920.713, 17352.81, 130, 50, 1, 2, 2
local, 100, 7.82, 11276.6, 1e+05, 1, 0.1278772, 1442.02, 12787.72, 1442.02, 14229.74, 130, 50, 1, 2, 2
minimal, 100, 5.51, 14495.06, 1e+05, 1, 0.1814882, 2630.682, 18148.82, 2630.682, 20779.5, 130, 50, 1, 2, 3
all, 100, 18, 28422, 1e+05, 1, 0.05555556, 1579, 5555.556, 1579, 7134.556, 130, 50, 1, 2, 3
nodal, 100, 5.51, 10608.58, 1e+05, 1, 0.1814882, 1925.332, 18148.82, 1925.332, 20074.15, 130, 50, 1, 2, 3
local, 100, 7.82, 11219.87, 1e+05, 1, 0.1278772, 1434.766, 12787.72, 1434.766, 14222.49, 130, 50, 1, 2, 3
minimal, 100, 5.51, 14822.29, 1e+05, 1, 0.1814882, 2690.071, 18148.82, 2690.071, 20838.89, 130, 50, 1, 2, 4
all, 100, 18, 29831, 1e+05, 1, 0.05555556, 1657.278, 5555.556, 1657.278, 7212.833, 130, 50, 1, 2, 4
nodal, 100, 6.4, 12178.1, 1e+05, 1, 0.15625, 1902.828, 15625, 1902.828, 17527.83, 130, 50, 1, 2, 4
local, 100, 7.82, 11204.09, 1e+05, 1, 0.1278772, 1432.748, 12787.72, 1432.748, 14220.47, 130, 50, 1, 2, 4
minimal, 100, 5.51, 14389.51, 1e+05, 1, 0.1814882, 2611.526, 18148.82, 2611.526, 20760.35, 130, 50, 1, 2, 5
all, 100, 18, 29474, 1e+05, 1, 0.05555556, 1637.444, 5555.556, 1637.444, 7193, 130, 50, 1, 2, 5
nodal, 100, 6.4, 12461.61, 1e+05, 1, 0.15625, 1947.127, 15625, 1947.127, 17572.13, 130, 50, 1, 2, 5
local, 100, 7.82, 11117.25, 1e+05, 1, 0.1278772, 1421.643, 12787.72, 1421.643, 14209.37, 130, 50, 1, 2, 5
minimal, 100, 5.8, 14220.71, 1e+05, 1, 0.1724138, 2451.847, 17241.38, 2451.847, 19693.23, 130, 50, 2, 1, 1
all, 100, 23, 30366, 1e+05, 1, 0.04347826, 1320.261, 4347.826, 1320.261, 5668.087, 130, 50, 2, 1, 1
nodal, 100, 6.21, 10163.49, 1e+05, 1, 0.1610306, 1636.633, 16103.06, 1636.633, 17739.69, 130, 50, 2, 1, 1
local, 100, 6.9, 8161.45, 1e+05, 1, 0.1449275, 1182.819, 14492.75, 1182.819, 15675.57, 130, 50, 2, 1, 1
minimal, 100, 5.8, 15140.77, 1e+05, 1, 0.1724138, 2610.478, 17241.38, 2610.478, 19851.86, 130, 50, 2, 1, 2
